	CHEMBL16081	CHEMBL6466	CHEMBL545	CHEMBL573	CHEMBL273386	CHEMBL16	CHEMBL95	CHEMBL112	CHEMBL20	CHEMBL190	CHEMBL633	CHEMBL629	CHEMBL25	CHEMBL1542	CHEMBL1089221	CHEMBL388590	CHEMBL49	CHEMBL113	CHEMBL108	CHEMBL1200714	CHEMBL505	CHEMBL71	CHEMBL498	CHEMBL30	CHEMBL8	CHEMBL565	CHEMBL415	CHEMBL88	CHEMBL12	CHEMBL139	CHEMBL517	CHEMBL964	CHEMBL109	CHEMBL1628227	CHEMBL902	CHEMBL672	CHEMBL726	CHEMBL806	CHEMBL35	CHEMBL457	CHEMBL472	CHEMBL54	CHEMBL896	CHEMBL521	CHEMBL11	CHEMBL6	CHEMBL92401	CHEMBL64	CHEMBL429	CHEMBL514	CHEMBL686	CHEMBL1431	CHEMBL1411979	4CHEMBL16081	CHEMBL159226	CHEMBL23832	CHEMBL623	CHEMBL193	CHEMBL56367	CHEMBL1503	CHEMBL19224	CHEMBL1177	CHEMBL75880	CHEMBL16073	CHEMBL40	CHEMBL101	CHEMBL643	CHEMBL27	CHEMBL1790041	CHEMBL421	CHEMBL26	CHEMBL479	CHEMBL833	CHEMBL1314	CHEMBL782	CHEMBL646	CHEMBL695	CHEMBL637	CHEMBL295416	CHEMBL384467	CHEMBL1430	CHEMBLCHEMBL51769	CHEMBL164290	CHEMBL44814	CHEMBLCHEMBL6338	CHEMBL130	CHEMBL691	CHEMBL1395	CHEMBL165908	CHEMBL107	CHEMBL123292	CHEMBL232201	CHEMBL429023	CHEMBL502074	CHEMBL85728	CHEMBL1697693	CHEMBL234926	CHEMBL16068	CHEMBL228514	CHEMBL521035	CHEMBL2766015	CHEMBL1381098	CHEMBL351487	CHEMBL288958	CHEMBL44884	CHEMBL1697856	CHEMBL203187	CHEMBL1479	CHEMBL5CHEMBL457	CHEMBL44657	CHEMBL459	CHEMBL23	CHEMBL1560	CHEMBL295698	CHEMBL1064	CHEMBL54349	CHEMBL1201082	CHEMBL1201097	CHEMBL1201096	CHEMBL1609891	CHEMBL154	CHEMBL1201093	CHEMBL1201088	CHEMBL1201089	CHEMBL1697694	CHEMBL562	CHEMBL1200688	CHEMBL1566	CHEMBL986	CHEMBL606759	CHEMBL15770	CHEMBL822	CHEMBL83	CHEMBL2037000	CHEMBL267345	CHEMBL843	CHEMBL160	CHEMBL1697830	CHEMBL578	CHEMBL869	CHEMBL572	CHEMBL1201288	CHEMBL506247	CHEMBL502682	CHEMBL505513	CHEMBL1440	CHEMBL599	CHEMBL1CHEMBL29541687	CHEMBL2105617	CHEMBL374478	CHEMBL42
CHEMBL19224	0.94	0.57	0.95	0.43	0.59	0.64	0.4	0.52	0.92	0.76	0.5	0.61	0.6	0.76	0.38	0.58	0.62	0.75	0.57	0.64	0.39	0.59	0.74	0.77	0.57	0.61	0.55	0.88	0.53	0.57	0.39	0.91	0.88	0.45	0.8	0.56	0.55	0.61	0.56	0.56	0.55	0.58	0.57	0.66	0.52	0.34	0.48	0.49	0.54	0.87	0.52	0.94	0.53	0.53	0.51	0.54	0.48	0.55	0.53	0.37	0	0.6	0.79	0.47	0.65	0.58	0.56	0.44	0.6	0.44	0.55	0.58	0.66	0.9	0.68	0.55	0.89	0.43	0.54	0.75	0.89	0.55	0.91	1	0.23	0.56	0.55	0.75	0.88	0.43	0.78	0.55	0.52	0.52	0.59	0.95	0.91	0.77	0.83	0.72	0.86	0.56	0.59	0.94	0.86	0.49	0.91	0.54	0.55	0.53	0.52	0.46	0.85	0.4	0.73	0.5	0.48	0.78	1	0.9	0.49	0.86	0.49	0.58	0.58	0.61	0.79	0.71	0.77	0.82	0.66	0.56	0.46	0.86	0.71	0.38	0.77	0.76	0.62	0.58	0.59	0.51	0.56	0.52	0.71	0.52	0.54	0.53	0.5	0.5	0.55
CHEMBL1177	0.85	0.46	0.92	0.58	0.58	0.41	0.61	0.51	0.82	0.82	0.48	0.55	0.46	0.88	0.54	0.55	0.71	0.82	0.52	0.55	0.65	0.7	0.6	0.85	0.57	0.49	0.62	0.84	0.58	0.5	0.55	0.9	0.77	0.46	0.81	0.46	0.63	0.53	0.56	0.46	0.5	0.46	0.54	0.42	0.58	0.57	0.59	0.59	0.44	0.8	0.47	0.87	0.7	0.42	0.45	0.46	0.57	0.47	0.56	0.64	0.6	0	0.8	0.48	0.39	0.53	0.68	0.49	0.55	0.6	0.46	0.69	0.62	0.82	0.52	0.66	0.75	0.43	0.62	0.65	0.8	0.53	0.89	1	0.6	0.47	0.56	0.66	0.82	0.5	0.65	0.52	0.54	0.48	0.52	0.92	0.84	0.64	0.74	0.6	0.76	0.56	0.58	0.88	0.82	0.49	0.83	0.61	0.53	0.57	0.42	0.46	0.78	0.58	0.61	0.62	0.43	0.68	1	0.82	0.45	0.76	0.56	0.38	0.51	0.54	0.72	0.67	0.67	0.77	0.52	0.57	0.44	0.77	0.59	0.52	0.63	0.65	0.41	0.55	0.58	0.52	0.57	0.62	0.66	0.51	0.58	0.66	0.59	0.6	0.62
CHEMBL75880	0.81	0.86	0.92	0.85	0.89	0.72	0.73	0.81	0.86	0.85	0.8	0.63	0.88	0.87	0.83	0.87	0.77	0.86	0.74	0.75	0.73	0.76	0.78	0.8	0.73	0.9	0.71	0.68	0.75	0.77	0.73	0.71	0.73	0.74	0.86	0.85	0.75	0.76	0.84	0.87	0.77	0.71	0.67	0.79	0.68	0.85	0.78	0.82	0.73	0.58	0.77	0.8	0.85	0.75	0.78	0.77	0.82	0.75	0.85	0.83	0.79	0.8	0	0.82	0.7	0.76	0.73	0.72	0.84	0.82	0.78	0.74	0.74	0.71	0.7	0.8	0.8	0.71	0.8	0.78	0.72	0.71	0.73	1	0.8	0.76	0.81	0.73	0.72	0.74	0.58	0.86	0.84	0.83	0.69	0.74	0.91	0.88	0.92	0.73	0.86	0.75	0.76	0.85	0.6	0.82	0.75	0.8	0.8	0.84	0.79	0.81	0.72	0.83	0.74	0.82	0.71	0.64	1	0.74	0.84	0.74	0.69	0.78	0.86	0.86	0.67	0.66	0.73	0.71	0.82	0.65	0.75	0.89	0.7	0.82	0.63	0.76	0.7	0.9	0.88	0.83	0.87	0.8	0.69	0.76	0.84	0.86	0.75	0.82	0.71
CHEMBL16073	0.84	0.44	0.91	0.56	0.4	0.54	0.57	0.15	0.85	0.79	0.52	0.64	0.48	0.84	0.45	0.58	0.74	0.79	0.44	0.58	0.61	0.56	0.6	0.83	0.56	0.42	0.55	0.84	0.51	0.46	0.56	0.9	0.86	0.43	0.82	0.53	0.57	0.42	0.47	0.45	0.48	0.61	0.59	0.61	0.5	0.47	0.55	0.57	0.49	0.79	0.44	0.92	0.65	0.39	0.45	0.42	0.36	0.48	0.35	0.51	0.47	0.48	0.82	0	0.56	0.43	0.53	0.43	0.45	0.55	0.44	0.56	0.66	0.8	0.59	0.64	0.82	0.43	0.59	0.79	0.85	0.42	0.89	1	0.48	0.45	0.6	0.79	0.84	0.46	0.74	0.55	0.58	0.48	0.5	0.92	0.86	0.67	0.75	0.69	0.79	0.56	0.57	0.9	0.79	0.09	0.84	0.65	0.58	0.61	0.5	0.39	0.8	0.47	0.74	0.65	0.38	0.76	1	0.84	0.52	0.8	0.52	0.57	0.54	0.6	0.82	0.67	0.75	0.78	0.67	0.61	0.43	0.76	0.69	0.47	0.69	0.79	0.54	0.45	0.46	0.47	0.6	0.61	0.68	0.57	0.61	0.57	0.55	0.56	0.57
CHEMBL40	0.82	0.58	0.92	0.6	0.65	0.21	0.54	0.54	0.79	0.75	0.57	0.44	0.56	0.85	0.66	0.61	0.63	0.76	0.42	0.45	0.58	0.62	0.5	0.83	0.53	0.64	0.54	0.82	0.52	0.49	0.42	0.88	0.76	0.55	0.82	0.59	0.59	0.45	0.65	0.56	0.54	0.47	0.5	0.4	0.49	0.63	0.54	0.55	0.5	0.72	0.47	0.87	0.67	0.56	0.58	0.48	0.63	0.48	0.65	0.68	0.65	0.39	0.7	0.56	0	0.41	0.6	0.58	0.6	0.64	0.54	0.61	0.56	0.78	0.4	0.63	0.78	0.51	0.54	0.67	0.8	0.42	0.87	1	0.67	0.55	0.58	0.63	0.84	0.58	0.61	0.58	0.62	0.56	0.45	0.91	0.86	0.6	0.71	0.71	0.74	0.52	0.52	0.84	0.81	0.57	0.82	0.61	0.62	0.65	0.48	0.59	0.77	0.66	0.61	0.56	0.54	0.72	1	0.81	0.54	0.78	0.5	0.54	0.6	0.64	0.75	0.72	0.63	0.83	0.51	0.46	0.57	0.81	0.66	0.59	0.62	0.64	0.43	0.66	0.62	0.56	0.66	0.62	0.65	0.53	0.61	0.66	0.58	0.67	0.56
CHEMBL101	0.86	0.64	0.92	0.54	0.55	0.37	0.47	0.4	0.83	0.74	0.61	0.51	0.64	0.81	0.51	0.66	0.63	0.73	0.31	0.49	0.49	0.45	0.59	0.81	0.48	0.66	0.39	0.86	0.39	0.42	0.4	0.87	0.78	0.6	0.79	0.64	0.46	0.34	0.59	0.63	0.58	0.56	0.51	0.53	0.33	0.54	0.46	0.48	0.54	0.76	0.41	0.92	0.58	0.63	0.63	0.39	0.49	0.45	0.57	0.63	0.58	0.53	0.76	0.43	0.41	0	0.42	0.63	0.61	0.59	0.55	0.45	0.56	0.81	0.54	0.52	0.78	0.57	0.53	0.72	0.82	0.32	0.85	1	0.6	0.52	0.64	0.69	0.84	0.63	0.71	0.63	0.66	0.65	0.39	0.94	0.87	0.63	0.73	0.68	0.77	0.45	0.45	0.88	0.82	0.44	0.84	0.59	0.68	0.68	0.59	0.48	0.72	0.59	0.7	0.5	0.6	0.73	1	0.83	0.62	0.81	0.35	0.58	0.65	0.69	0.78	0.75	0.71	0.86	0.56	0.48	0.61	0.82	0.71	0.57	0.63	0.7	0.48	0.59	0.6	0.56	0.7	0.55	0.68	0.58	0.62	0.61	0.5	0.62	0.48
CHEMBL643	0.93	0.71	0.95	0.6	0.6	0.57	0.44	0.5	0.9	0.8	0.7	0.5	0.74	0.74	0.61	0.76	0.7	0.79	0.4	0.5	0.47	0.15	0.57	0.74	0.52	0.72	0.39	0.85	0.44	0.54	0.49	0.8	0.9	0.62	0.75	0.74	0.23	0.5	0.63	0.73	0.62	0.61	0.48	0.68	0.32	0.66	0.53	0.56	0.63	0.8	0.54	0.89	0.41	0.66	0.68	0.53	0.52	0.58	0.58	0.6	0.56	0.68	0.73	0.53	0.6	0.42	0	0.64	0.61	0.6	0.6	0.12	0.44	0.85	0.55	0.54	0.88	0.61	0.55	0.82	0.86	0.47	0.85	1	0.57	0.59	0.7	0.8	0.85	0.69	0.84	0.75	0.74	0.71	0.44	0.92	0.9	0.63	0.73	0.77	0.83	0.45	0.52	0.92	0.8	0.55	0.83	0.69	0.73	0.75	0.7	0.45	0.81	0.63	0.79	0.58	0.63	0.78	1	0.81	0.72	0.88	0.35	0.65	0.76	0.79	0.84	0.74	0.78	0.86	0.6	0.46	0.62	0.88	0.78	0.61	0.72	0.81	0.6	0.69	0.69	0.67	0.77	0.57	0.74	0.66	0.61	0.55	0.48	0.68	0.42
CHEMBL27	0.89	0.38	0.9	0.65	0.59	0.58	0.64	0.51	0.89	0.87	0.36	0.49	0.43	0.88	0.47	0.47	0.8	0.88	0.6	0.62	0.65	0.67	0.63	0.85	0.59	0.46	0.61	0.82	0.62	0.57	0.62	0.88	0.82	0.22	0.87	0.43	0.59	0.62	0.52	0.36	0.44	0.5	0.47	0.55	0.58	0.54	0.66	0.7	0.37	0.8	0.51	0.91	0.75	0.26	0.29	0.53	0.51	0.55	0.49	0.58	0.44	0.49	0.72	0.43	0.58	0.63	0.64	0	0.53	0.6	0.44	0.66	0.65	0.8	0.56	0.69	0.84	0.29	0.65	0.66	0.8	0.56	0.88	1	0.45	0.49	0.44	0.68	0.82	0.35	0.71	0.43	0.44	0.34	0.59	0.9	0.85	0.7	0.78	0.59	0.82	0.58	0.61	0.91	0.72	0.41	0.82	0.6	0.36	0.43	0.44	0.47	0.8	0.53	0.63	0.71	0.24	0.67	1	0.81	0.35	0.82	0.59	0.4	0.46	0.51	0.68	0.55	0.67	0.72	0.55	0.49	0.26	0.81	0.56	0.52	0.62	0.7	0.46	0.62	0.62	0.54	0.47	0.61	0.62	0.43	0.61	0.69	0.55	0.5	0.63
CHEMBL1790041	0.89	0.54	0.94	0.57	0.56	0.56	0.71	0.53	0.81	0.77	0.48	0.68	0.52	0.77	0.59	0.57	0.73	0.78	0.63	0.59	0.69	0.64	0.61	0.75	0.58	0.56	0.68	0.86	0.66	0.63	0.64	0.86	0.85	0.53	0.77	0.56	0.64	0.59	0.44	0.56	0.47	0.59	0.63	0.66	0.65	0.57	0.6	0.62	0.5	0.77	0.57	0.88	0.61	0.5	0.52	0.56	0.49	0.54	0.44	0.55	0.6	0.55	0.84	0.45	0.6	0.61	0.61	0.53	0	0.59	0.43	0.63	0.62	0.76	0.59	0.71	0.81	0.52	0.65	0.79	0.8	0.64	0.87	1	0.61	0.55	0.68	0.79	0.83	0.53	0.78	0.54	0.59	0.6	0.67	0.91	0.9	0.75	0.82	0.68	0.8	0.7	0.66	0.87	0.8	0.46	0.75	0.62	0.59	0.66	0.57	0.47	0.71	0.57	0.78	0.68	0.49	0.67	1	0.74	0.6	0.76	0.66	0.59	0.59	0.61	0.8	0.71	0.81	0.81	0.66	0.66	0.51	0.8	0.71	0.45	0.67	0.79	0.54	0.37	0.35	0.4	0.62	0.59	0.64	0.58	0.6	0.57	0.66	0.59	0.67
CHEMBL421	0.93	0.62	0.96	0.39	0.58	0.62	0.52	0.5	0.84	0.71	0.57	0.7	0.53	0.72	0.48	0.59	0.57	0.71	0.56	0.63	0.51	0.62	0.65	0.73	0.49	0.69	0.62	0.88	0.59	0.5	0.43	0.91	0.84	0.62	0.72	0.61	0.56	0.6	0.44	0.62	0.44	0.55	0.65	0.64	0.6	0.43	0.44	0.46	0.47	0.84	0.44	0.91	0.5	0.64	0.63	0.44	0.54	0.57	0.58	0.42	0.44	0.6	0.82	0.55	0.64	0.59	0.6	0.6	0.59	0	0.46	0.61	0.66	0.84	0.6	0.55	0.89	0.6	0.45	0.75	0.83	0.59	0.92	1	0.43	0.57	0.65	0.76	0.89	0.61	0.76	0.57	0.61	0.64	0.63	0.94	0.91	0.8	0.85	0.72	0.86	0.62	0.66	0.92	0.86	0.53	0.84	0.56	0.56	0.64	0.55	0.5	0.81	0.45	0.72	0.47	0.61	0.76	1	0.81	0.61	0.85	0.58	0.6	0.62	0.65	0.78	0.73	0.81	0.84	0.61	0.67	0.63	0.86	0.7	0.33	0.73	0.77	0.61	0.57	0.56	0.51	0.6	0.51	0.7	0.53	0.41	0.38	0.6	0.49	0.55
CHEMBL26	0.88	0.47	0.94	0.59	0.61	0.48	0.67	0.49	0.81	0.79	0.41	0.63	0.4	0.83	0.54	0.5	0.72	0.8	0.59	0.5	0.66	0.65	0.53	0.82	0.5	0.56	0.63	0.84	0.59	0.56	0.58	0.87	0.83	0.45	0.82	0.49	0.6	0.57	0.37	0.48	0.2	0.5	0.57	0.58	0.6	0.49	0.57	0.6	0.34	0.78	0.48	0.91	0.67	0.42	0.47	0.47	0.52	0.51	0.49	0.54	0.55	0.46	0.78	0.44	0.54	0.55	0.6	0.44	0.43	0.46	0	0.63	0.59	0.78	0.45	0.68	0.8	0.43	0.66	0.72	0.8	0.57	0.89	1	0.57	0.51	0.61	0.73	0.87	0.4	0.69	0.47	0.49	0.5	0.62	0.92	0.9	0.74	0.81	0.62	0.81	0.66	0.66	0.9	0.78	0.42	0.82	0.6	0.47	0.58	0.49	0.38	0.73	0.54	0.7	0.62	0.43	0.63	1	0.78	0.5	0.8	0.62	0.52	0.5	0.51	0.74	0.68	0.76	0.81	0.57	0.6	0.48	0.81	0.63	0.46	0.59	0.73	0.43	0.52	0.49	0.43	0.56	0.55	0.65	0.47	0.51	0.56	0.58	0.5	0.63
CHEMBL479	0.93	0.72	0.96	0.62	0.61	0.6	0.46	0.54	0.9	0.82	0.71	0.53	0.75	0.75	0.62	0.77	0.7	0.8	0.43	0.51	0.49	0.2	0.6	0.76	0.55	0.74	0.41	0.86	0.49	0.56	0.5	0.81	0.9	0.64	0.75	0.74	0.25	0.53	0.64	0.74	0.63	0.63	0.52	0.69	0.35	0.66	0.56	0.58	0.64	0.82	0.56	0.9	0.46	0.67	0.69	0.55	0.55	0.6	0.6	0.63	0.58	0.69	0.74	0.56	0.61	0.45	0.12	0.66	0.63	0.61	0.63	0	0.46	0.85	0.57	0.57	0.89	0.62	0.55	0.82	0.87	0.49	0.86	1	0.57	0.6	0.71	0.81	0.86	0.7	0.84	0.75	0.73	0.72	0.47	0.92	0.91	0.66	0.75	0.78	0.85	0.48	0.54	0.93	0.84	0.58	0.83	0.7	0.73	0.75	0.71	0.48	0.81	0.65	0.8	0.6	0.64	0.79	1	0.81	0.73	0.89	0.38	0.67	0.76	0.79	0.83	0.73	0.78	0.87	0.61	0.49	0.64	0.89	0.78	0.62	0.75	0.82	0.63	0.71	0.72	0.69	0.77	0.58	0.74	0.67	0.63	0.58	0.49	0.7	0.45
CHEMBL833	0.94	0.66	0.96	0.64	0.69	0.53	0.56	0.64	0.88	0.84	0.64	0.47	0.7	0.79	0.63	0.71	0.75	0.83	0.51	0.3	0.47	0.38	0.49	0.8	0.64	0.65	0.43	0.84	0.48	0.53	0.58	0.83	0.88	0.6	0.77	0.65	0.47	0.59	0.6	0.69	0.56	0.51	0.41	0.63	0.48	0.63	0.61	0.61	0.63	0.82	0.62	0.91	0.49	0.64	0.65	0.6	0.61	0.64	0.68	0.64	0.66	0.62	0.74	0.66	0.56	0.56	0.44	0.65	0.62	0.66	0.59	0.46	0	0.84	0.5	0.53	0.86	0.58	0.55	0.8	0.87	0.54	0.87	0.99	0.67	0.61	0.68	0.79	0.86	0.68	0.82	0.69	0.71	0.68	0.5	0.92	0.9	0.63	0.65	0.75	0.83	0.5	0.54	0.94	0.87	0.68	0.84	0.7	0.73	0.73	0.66	0.57	0.79	0.63	0.79	0.56	0.6	0.77	1	0.84	0.69	0.88	0.5	0.63	0.71	0.69	0.84	0.76	0.75	0.88	0.55	0.44	0.6	0.89	0.78	0.63	0.76	0.75	0.6	0.73	0.74	0.69	0.75	0.61	0.77	0.68	0.62	0.55	0.58	0.73	0.48
CHEMBL1314	0.62	0.88	0.79	0.83	0.89	0.78	0.9	0.77	0.71	0.76	0.85	0.84	0.86	0.86	0.86	0.91	0.82	0.78	0.84	0.74	0.89	0.86	0.72	0.77	0.8	0.86	0.88	0.66	0.81	0.8	0.83	0.69	0.68	0.86	0.81	0.89	0.83	0.79	0.8	0.85	0.8	0.83	0.82	0.82	0.87	0.87	0.8	0.83	0.78	0.64	0.8	0.79	0.86	0.84	0.81	0.8	0.85	0.82	0.86	0.87	0.9	0.82	0.71	0.8	0.78	0.81	0.85	0.8	0.76	0.84	0.78	0.85	0.84	0	0.72	0.91	0.51	0.84	0.8	0.86	0.38	0.8	0.69	1	0.88	0.77	0.9	0.84	0.67	0.81	0.68	0.9	0.92	0.9	0.89	0.74	0.82	0.93	0.96	0.73	0.79	0.9	0.91	0.71	0.5	0.79	0.37	0.88	0.86	0.89	0.8	0.79	0.37	0.87	0.81	0.87	0.83	0.6	1	0.44	0.86	0.57	0.88	0.79	0.89	0.92	0.74	0.73	0.84	0.71	0.81	0.86	0.85	0.74	0.76	0.79	0.6	0.85	0.66	0.87	0.83	0.84	0.9	0.79	0.72	0.82	0.82	0.81	0.87	0.85	0.87
CHEMBL782	0.84	0.6	0.92	0.66	0.67	0.45	0.61	0.57	0.74	0.8	0.64	0.42	0.63	0.82	0.68	0.7	0.72	0.81	0.44	0.4	0.61	0.58	0.21	0.77	0.61	0.66	0.55	0.8	0.54	0.59	0.58	0.8	0.8	0.55	0.74	0.67	0.53	0.49	0.6	0.61	0.46	0.57	0.53	0.52	0.5	0.71	0.58	0.61	0.56	0.65	0.59	0.85	0.62	0.52	0.58	0.58	0.65	0.57	0.61	0.66	0.68	0.52	0.7	0.59	0.4	0.54	0.55	0.56	0.59	0.6	0.45	0.57	0.5	0.72	0	0.65	0.8	0.53	0.59	0.76	0.77	0.5	0.83	1	0.69	0.54	0.63	0.74	0.83	0.57	0.74	0.68	0.7	0.6	0.49	0.86	0.87	0.59	0.7	0.73	0.75	0.55	0.58	0.8	0.75	0.61	0.79	0.69	0.67	0.72	0.58	0.59	0.76	0.68	0.73	0.64	0.51	0.72	1	0.73	0.64	0.8	0.52	0.57	0.68	0.71	0.8	0.7	0.67	0.82	0.48	0.48	0.56	0.82	0.7	0.64	0.62	0.74	0.45	0.7	0.67	0.63	0.72	0.63	0.68	0.61	0.53	0.6	0.63	0.73	0.57
CHEMBL646	0.95	0.74	0.97	0.59	0.69	0.56	0.41	0.63	0.84	0.69	0.7	0.58	0.76	0.68	0.52	0.74	0.58	0.66	0.45	0.58	0.37	0.51	0.64	0.67	0.6	0.73	0.39	0.89	0.31	0.51	0.47	0.89	0.91	0.66	0.71	0.7	0.56	0.56	0.63	0.76	0.63	0.62	0.52	0.7	0.43	0.51	0.54	0.55	0.67	0.82	0.58	0.88	0.47	0.7	0.71	0.58	0.48	0.61	0.69	0.53	0.55	0.66	0.8	0.64	0.63	0.52	0.54	0.69	0.71	0.55	0.68	0.57	0.53	0.91	0.65	0	0.89	0.65	0.39	0.82	0.91	0.53	0.89	0.99	0.55	0.62	0.72	0.81	0.9	0.72	0.85	0.73	0.75	0.73	0.52	0.94	0.93	0.74	0.74	0.79	0.87	0.51	0.57	0.93	0.88	0.66	0.92	0.67	0.75	0.77	0.71	0.61	0.86	0.44	0.81	0.35	0.67	0.83	1	0.92	0.72	0.9	0.42	0.69	0.75	0.73	0.86	0.81	0.79	0.91	0.71	0.54	0.66	0.91	0.81	0.55	0.78	0.79	0.64	0.68	0.66	0.59	0.79	0.55	0.77	0.7	0.57	0.51	0.55	0.65	0.32
CHEMBL695	0.67	0.86	0.82	0.85	0.89	0.77	0.91	0.82	0.74	0.76	0.81	0.83	0.85	0.88	0.83	0.88	0.8	0.75	0.84	0.78	0.89	0.89	0.81	0.85	0.85	0.8	0.87	0.75	0.82	0.85	0.84	0.74	0.7	0.83	0.85	0.84	0.86	0.82	0.85	0.85	0.84	0.82	0.82	0.83	0.86	0.85	0.84	0.85	0.83	0.73	0.85	0.79	0.89	0.84	0.78	0.85	0.83	0.85	0.88	0.89	0.89	0.75	0.8	0.82	0.78	0.78	0.88	0.84	0.81	0.89	0.8	0.89	0.86	0.51	0.8	0.89	0	0.82	0.88	0.82	0.62	0.82	0.72	1	0.88	0.82	0.89	0.81	0.64	0.81	0.72	0.88	0.89	0.88	0.9	0.84	0.85	0.93	0.96	0.65	0.74	0.91	0.89	0.74	0.67	0.83	0.67	0.85	0.86	0.88	0.83	0.78	0.51	0.84	0.81	0.85	0.85	0.68	1	0.7	0.86	0.64	0.86	0.75	0.86	0.86	0.7	0.77	0.85	0.76	0.85	0.85	0.81	0.72	0.8	0.82	0.69	0.8	0.71	0.85	0.82	0.84	0.9	0.84	0.71	0.82	0.85	0.87	0.85	0.84	0.89
CHEMBL637	0.9	0.36	0.9	0.59	0.52	0.54	0.63	0.46	0.9	0.88	0.36	0.42	0.4	0.9	0.49	0.44	0.77	0.87	0.56	0.55	0.58	0.63	0.62	0.87	0.58	0.44	0.54	0.84	0.56	0.55	0.59	0.85	0.77	0.19	0.88	0.4	0.57	0.59	0.55	0.35	0.45	0.39	0.47	0.44	0.49	0.5	0.65	0.66	0.38	0.81	0.49	0.91	0.71	0.31	0.27	0.5	0.5	0.51	0.49	0.58	0.43	0.43	0.71	0.43	0.51	0.57	0.61	0.29	0.52	0.6	0.43	0.62	0.58	0.84	0.53	0.65	0.82	0	0.66	0.64	0.82	0.55	0.87	1	0.45	0.51	0.35	0.62	0.84	0.38	0.7	0.4	0.45	0.26	0.54	0.92	0.84	0.65	0.74	0.58	0.78	0.57	0.56	0.91	0.78	0.42	0.84	0.54	0.45	0.46	0.38	0.42	0.77	0.55	0.6	0.68	0.22	0.72	1	0.83	0.3	0.8	0.5	0.36	0.42	0.47	0.68	0.63	0.62	0.78	0.51	0.45	0.2	0.79	0.6	0.51	0.65	0.64	0.47	0.59	0.6	0.53	0.49	0.65	0.67	0.41	0.61	0.68	0.5	0.56	0.61
CHEMBL295416	0.9	0.69	0.94	0.5	0.65	0.55	0.38	0.55	0.81	0.65	0.72	0.63	0.7	0.62	0.52	0.74	0.55	0.65	0.44	0.51	0.41	0.52	0.6	0.64	0.54	0.69	0.47	0.85	0.45	0.43	0.43	0.9	0.84	0.68	0.64	0.68	0.51	0.48	0.57	0.7	0.61	0.61	0.55	0.63	0.5	0.5	0.47	0.49	0.64	0.8	0.45	0.89	0.43	0.69	0.69	0.48	0.54	0.54	0.64	0.45	0.54	0.62	0.8	0.59	0.54	0.53	0.55	0.65	0.65	0.45	0.66	0.55	0.55	0.8	0.59	0.39	0.88	0.66	0	0.8	0.82	0.45	0.92	0.99	0.54	0.57	0.7	0.79	0.89	0.68	0.78	0.72	0.75	0.7	0.53	0.94	0.9	0.75	0.77	0.77	0.84	0.49	0.55	0.91	0.84	0.6	0.81	0.65	0.71	0.73	0.64	0.57	0.81	0.5	0.76	0.39	0.66	0.77	1	0.8	0.67	0.85	0.5	0.67	0.73	0.74	0.83	0.77	0.78	0.86	0.6	0.6	0.7	0.86	0.75	0.41	0.75	0.76	0.61	0.7	0.68	0.63	0.75	0.48	0.73	0.68	0.49	0.42	0.58	0.64	0.4
CHEMBL384467	0.9	0.69	0.86	0.79	0.8	0.69	0.8	0.77	0.91	0.89	0.62	0.7	0.64	0.94	0.77	0.63	0.78	0.88	0.78	0.77	0.8	0.83	0.82	0.92	0.69	0.73	0.78	0.89	0.77	0.71	0.74	0.92	0.67	0.67	0.91	0.59	0.75	0.75	0.76	0.61	0.72	0.59	0.71	0.56	0.76	0.71	0.8	0.82	0.61	0.87	0.67	0.95	0.88	0.71	0.67	0.69	0.8	0.66	0.81	0.83	0.75	0.65	0.78	0.79	0.67	0.72	0.82	0.66	0.79	0.75	0.72	0.82	0.8	0.86	0.76	0.82	0.82	0.64	0.8	0	0.81	0.69	0.92	1	0.75	0.72	0.49	0.19	0.89	0.68	0.58	0.6	0.56	0.63	0.76	0.96	0.8	0.82	0.88	0.58	0.69	0.76	0.71	0.94	0.82	0.75	0.83	0.53	0.57	0.58	0.65	0.71	0.79	0.79	0.36	0.8	0.69	0.69	1	0.82	0.57	0.8	0.75	0.58	0.6	0.62	0.61	0.66	0.56	0.78	0.57	0.7	0.69	0.74	0.55	0.74	0.63	0.25	0.64	0.81	0.82	0.75	0.64	0.74	0.64	0.56	0.77	0.83	0.65	0.66	0.81
